0.0,0.0,0.0,1562866294307781476
-0.0,0.0,0.0,1562866294324405476
-0.0,0.0,0.0,1562866294857778476
-0.0,0.0,-0.0,1562866296174536476
-0.0,-0.0,-0.0,1562866296541276476
-0.0,-0.0,-0.0,1562866296574657476
-0.0,-0.0,-0.0,1562866296607901476
-0.0,0.0,-0.0,1562866296624657476
-0.0,0.0,-0.0,1562866296657905476
-0.0,0.0,-0.0,1562866296691286476
-0.001,0.0,-0.0,1562866296741279476
-0.001,0.0,-0.0,1562866296757906476
-0.001,0.0,-0.0,1562866296791299476
-0.001,0.0,-0.0,1562866296824700476
-0.001,0.0,-0.0,1562866296841277476
-0.001,0.0,-0.0,1562866296858030476
-0.001,0.0,-0.0,1562866296874679476
-0.001,0.0,-0.0,1562866296891285476
-0.001,0.0,-0.001,1562866296924655476
-0.001,0.0,-0.001,1562866296941291476
-0.001,0.0,-0.001,1562866296974656476
-0.001,-0.0,-0.001,1562866297024660476
-0.001,-0.0,-0.001,1562866297058036476
-0.001,-0.0,-0.001,1562866297091284476
-0.001,-0.0,-0.001,1562866297141282476
-0.001,-0.0,-0.001,1562866297174696476
-0.001,-0.0,-0.001,1562866297191297476
-0.001,-0.0,-0.001,1562866297224673476
-0.002,-0.0,-0.001,1562866297258042476
-0.002,-0.0,-0.001,1562866297274658476
-0.002,-0.0,-0.001,1562866297291292476
-0.002,-0.0,-0.001,1562866297308032476
-0.002,-0.0,-0.001,1562866297341281476
-0.002,-0.0,-0.001,1562866297358030476
-0.002,-0.0,-0.002,1562866297391284476
-0.002,-0.0,-0.002,1562866297424658476
-0.002,-0.0,-0.002,1562866297474658476
-0.002,-0.0,-0.002,1562866297508030476
-0.002,-0.0,-0.002,1562866297541412476
-0.002,-0.0,-0.002,1562866297574657476
-0.002,-0.0,-0.002,1562866297608047476
-0.002,-0.001,-0.002,1562866297641407476
-0.002,-0.001,-0.002,1562866297674663476
-0.002,-0.001,-0.002,1562866297691400476
-0.002,-0.001,-0.002,1562866297724665476
-0.002,-0.001,-0.002,1562866297758035476
-0.002,-0.001,-0.002,1562866297774657476
-0.002,-0.001,-0.002,1562866297824657476
-0.002,-0.001,-0.002,1562866297858035476
-0.002,-0.001,-0.003,1562866297891409476
-0.002,-0.001,-0.003,1562866297908032476
-0.002,-0.001,-0.003,1562866297941409476
-0.002,-0.001,-0.003,1562866297958033476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866297991425476
-0.002,-0.001,-0.003,1562866298024671476
-0.002,-0.001,-0.003,1562866298058033476
-0.002,-0.001,-0.003,1562866298108031476
-0.002,-0.001,-0.003,1562866298124780476
-0.002,-0.001,-0.003,1562866298141418476
-0.002,-0.001,-0.003,1562866298174779476
-0.002,-0.001,-0.003,1562866298208031476
-0.002,-0.001,-0.003,1562866298241408476
-0.002,-0.001,-0.003,1562866298274780476
-0.002,-0.001,-0.003,1562866298308031476
-0.002,-0.001,-0.003,1562866298341411476
-0.002,-0.001,-0.003,1562866298374773476
-0.002,-0.001,-0.003,1562866298458033476
-0.002,-0.001,-0.003,1562866298474777476
-0.002,-0.001,-0.003,1562866298491409476
-0.002,-0.001,-0.003,1562866298508034476
-0.002,-0.001,-0.003,1562866298541403476
-0.002,-0.001,-0.004,1562866298574784476
-0.002,-0.001,-0.003,1562866298608031476
-0.002,-0.001,-0.004,1562866298641401476
-0.002,-0.001,-0.004,1562866298674782476
-0.002,-0.001,-0.004,1562866298724776476
-0.002,-0.001,-0.004,1562866298774790476
-0.002,-0.001,-0.004,1562866298808166476
-0.002,-0.001,-0.003,1562866298841405476
-0.002,-0.001,-0.003,1562866298858153476
-0.002,-0.001,-0.003,1562866298908160476
-0.002,-0.001,-0.003,1562866298958156476
-0.002,-0.001,-0.003,1562866299008156476
-0.002,-0.001,-0.003,1562866299091407476
-0.002,-0.001,-0.004,1562866299141405476
-0.002,-0.001,-0.004,1562866299174780476
-0.002,-0.001,-0.004,1562866299208178476
-0.002,-0.001,-0.004,1562866299224799476
-0.002,-0.001,-0.004,1562866299258167476
-0.002,-0.001,-0.004,1562866299291530476
-0.002,-0.001,-0.004,1562866299341533476
-0.002,-0.001,-0.004,1562866299358161476
-0.002,-0.001,-0.004,1562866299374784476
-0.002,-0.001,-0.004,1562866299391525476
-0.002,-0.001,-0.004,1562866299424789476
-0.002,-0.001,-0.004,1562866299441536476
-0.002,-0.001,-0.004,1562866299474779476
-0.002,-0.001,-0.004,1562866299491532476
-0.002,-0.001,-0.004,1562866299524778476
-0.002,-0.001,-0.004,1562866299574781476
-0.002,-0.001,-0.004,1562866299608173476
-0.003,-0.001,-0.004,1562866299641526476
-0.003,-0.001,-0.004,1562866299674782476
-0.003,-0.001,-0.004,1562866299691534476
-0.003,-0.001,-0.004,1562866299741532476
-0.003,-0.001,-0.004,1562866299758156476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
-0.003,-0.001,-0.004,1562866299774797476
